Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_059189.1	7447238	7449031	LG8	plus	ATP-dependent DNA helicase pif1-like	LOC116935516	116935516	protein-coding	XM_045177983.1	XP_045033918.1	597	
NC_059189.1	7458794	7462470	LG8	minus	LOW QUALITY PROTEIN: uncharacterized protein LOC123475381	LOC123475381	123475381	protein-coding	XM_045177989.1	XP_045033924.1	793	
NC_059189.1	7465755	7468388	LG8	plus	uncharacterized gene	LOC123475291	123475291	pseudogene				
NC_059189.1	7532308	7535999	LG8	plus	uncharacterized protein LOC123475376	LOC123475376	123475376	protein-coding	XM_045177984.1	XP_045033919.1	993	
NC_059189.1	7546467	7547434	LG8	minus	ATP-dependent DNA helicase PIF1-like	LOC123475377	123475377	protein-coding	XM_045177985.1	XP_045033920.1	296	
NC_059189.1	7547446	7548260	LG8	minus	uncharacterized gene	LOC123475378	123475378	pseudogene				
NC_059189.1	7548302	7549289	LG8	minus	uncharacterized protein LOC123475379	LOC123475379	123475379	protein-coding	XM_045177986.1	XP_045033921.1	309	
NC_059189.1	7549316	7551768	LG8	minus	LOW QUALITY PROTEIN: uncharacterized protein LOC116935402	LOC116935402	116935402	protein-coding	XM_045177987.1	XP_045033922.1	817	
NC_059189.1	7572880	7575742	LG8	plus	uncharacterized protein LOC123475380	LOC123475380	123475380	protein-coding	XM_045177988.1	XP_045033923.1	446	
NC_059189.1	7575675	7577429	LG8	plus	uncharacterized protein LOC123475208 isoform X1	LOC123475208	123475208	protein-coding	XM_045177554.1	XP_045033489.1	413	
NC_059189.1	7607238	7608844	LG8	minus	histone-lysine N-methyltransferase, H3 lysine-79 specific	LOC116935277	116935277	protein-coding	XM_045177990.1	XP_045033925.1	291	
NC_059189.1	7608880	7610157	LG8	plus	uncharacterized protein LOC123475278	LOC123475278	123475278	protein-coding	XM_045177825.1	XP_045033760.1	247	
NC_059189.1	7611930	7612626	LG8	plus	uncharacterized gene	LOC116935155	116935155	pseudogene				
NC_059189.1	7615304	7616178	LG8	minus	uncharacterized protein LOC116935156	LOC116935156	116935156	protein-coding	XM_032942517.2	XP_032798408.1	242	
NC_059189.1	7616469	7620758	LG8	plus	uncharacterized protein LOC123475382	LOC123475382	123475382	protein-coding	XM_045177991.1	XP_045033926.1	1429	
NC_059189.1	7624808	7628864	LG8	plus	zinc finger protein 2 isoform X1	LOC116929666	116929666	protein-coding	XM_032936966.2	XP_032792857.1	748	
NC_059189.1	7629521	7630796	LG8	minus	uncharacterized protein LOC116929667	LOC116929667	116929667	protein-coding	XM_032936968.2	XP_032792859.2	224	
NC_059189.1	7630928	7632824	LG8	plus	uncharacterized LOC116929668, transcript variant X4	LOC116929668	116929668	lncRNA	XR_004398007.2			
NC_059189.1	7633337	7642575	LG8	minus	uncharacterized protein LOC116933188	LOC116933188	116933188	protein-coding	XM_045177992.1	XP_045033927.1	1065	
NC_059189.1	7649767	7651943	LG8	minus	uncharacterized gene	LOC116929564	116929564	pseudogene				
NC_059189.1	7659082	7660819	LG8	minus	uncharacterized protein LOC123475383	LOC123475383	123475383	protein-coding	XM_045177993.1	XP_045033928.1	449	
NC_059189.1	7664272	7665198	LG8	minus	uncharacterized protein LOC123475384	LOC123475384	123475384	protein-coding	XM_045177994.1	XP_045033929.1	308	
NC_059189.1	7668277	7669050	LG8	plus	uncharacterized protein LOC123475385	LOC123475385	123475385	protein-coding	XM_045177995.1	XP_045033930.1	257	
NC_059189.1	7747046	7755566	LG8	plus	uncharacterized gene	LOC116928700	116928700	pseudogene				
NC_059189.1	7757171	7759396	LG8	plus	LOW QUALITY PROTEIN: uncharacterized protein LOC116928701	LOC116928701	116928701	protein-coding	XM_045178413.1	XP_045034348.1	642	
NC_059189.1	7812603	7815492	LG8	plus	transmembrane protein adipocyte-associated 1 homolog isoform X1	LOC116929723	116929723	protein-coding	XM_032937059.2	XP_032792950.1	377	
NC_059189.1	7817436	7819311	LG8	plus	uncharacterized protein LOC116929707 isoform X1	LOC116929707	116929707	protein-coding	XM_032937037.2	XP_032792928.1	509	
NC_059189.1	7821139	7823666	LG8	minus	uncharacterized protein LOC116929737	LOC116929737	116929737	protein-coding	XM_032937078.2	XP_032792969.2	286	
NC_059189.1	7824772	7825999	LG8	minus	uncharacterized protein LOC116929745	LOC116929745	116929745	protein-coding	XM_045178073.1	XP_045034008.1	224	
NC_059189.1	7827518	7832398	LG8	plus	sphingomyelin phosphodiesterase	LOC116929692	116929692	protein-coding	XM_032937012.2	XP_032792903.1	727	
NC_059189.1	7832386	7834183	LG8	minus	uncharacterized protein LOC116929732	LOC116929732	116929732	protein-coding	XM_032937073.2	XP_032792964.1	301	
NC_059189.1	7835640	7843489	LG8	plus	uncharacterized protein LOC116929673 isoform X1	LOC116929673	116929673	protein-coding	XM_032936974.2	XP_032792865.2	1722	
NC_059189.1	7843624	7846701	LG8	plus	guanine nucleotide-binding protein-like 1	LOC116929699	116929699	protein-coding	XM_032937023.2	XP_032792914.1	585	
NC_059189.1	7846112	7851885	LG8	minus	nuclear pore complex protein Nup153 isoform X1	LOC116932136	116932136	protein-coding	XM_032939880.2	XP_032795771.2	1496	
NC_059189.1	7853785	7857153	LG8	minus	double-stranded RNA-binding protein Staufen homolog 2 isoform X2	LOC116932151	116932151	protein-coding	XM_032939927.2	XP_032795818.1	683	
NC_059189.1	7857595	7858716	LG8	plus	uncharacterized LOC116934941	LOC116934941	116934941	lncRNA	XR_006650476.1			
NC_059189.1	7858663	7859780	LG8	minus	uncharacterized LOC123475434	LOC123475434	123475434	lncRNA	XR_006650475.1			
NC_059189.1	7887276	7887762	LG8	minus	uncharacterized protein LOC123475514	LOC123475514	123475514	protein-coding	XM_045178288.1	XP_045034223.1	104	
NC_059189.1	7888280	7889436	LG8	plus	uncharacterized protein LOC123475284	LOC123475284	123475284	protein-coding	XM_045177834.1	XP_045033769.1	212	
NC_059189.1	7890946	7891758	LG8	minus	uncharacterized protein LOC123475555	LOC123475555	123475555	protein-coding	XM_045178414.1	XP_045034349.1	270	
NC_059189.1	7904969	7906402	LG8	plus	BEN domain-containing protein 6-like	LOC123475343	123475343	protein-coding	XM_045177938.1	XP_045033873.1	203	
NC_059189.1	7911120	7912971	LG8	minus	histone-lysine N-methyltransferase, H3 lysine-79 specific-like isoform X1	LOC123466542	123466542	protein-coding	XM_045177868.1	XP_045033803.1	439	
NC_059189.1	7915162	7916861	LG8	minus	uncharacterized LOC123475259	LOC123475259	123475259	lncRNA	XR_006650124.1			
NC_059189.1	7917248	7920819	LG8	plus	uncharacterized gene	LOC123475310	123475310	pseudogene				
NC_059189.1	7924430	7935522	LG8	plus	uncharacterized protein LOC116933161	LOC116933161	116933161	protein-coding	XM_032941012.2	XP_032796903.2	291	
NC_059189.1	7952246	7955243	LG8	minus	uncharacterized gene	LOC116934952	116934952	pseudogene				
NC_059189.1	7955152	7956303	LG8	minus	uncharacterized gene	LOC123475556	123475556	pseudogene				
NC_059189.1	7956770	7960256	LG8	minus	exostosin-2	LOC116934955	116934955	protein-coding	XM_032942356.2	XP_032798247.2	722	
NC_059189.1	7961005	7962633	LG8	plus	centromere protein K	LOC116934948	116934948	protein-coding	XM_032942355.2	XP_032798246.1	327	
NC_059189.1	7963905	7964904	LG8	minus	uncharacterized gene	LOC116936776	116936776	pseudogene				
NC_059189.1	7965299	7968958	LG8	minus	uncharacterized protein K02A2.6	LOC116936775	116936775	protein-coding	XM_045178416.1	XP_045034351.1	1156	
NC_059189.1	7971011	7972905	LG8	plus	uncharacterized protein LOC123475557	LOC123475557	123475557	protein-coding	XM_045178418.1	XP_045034353.1	408	
NC_059189.1	7973117	7974123	LG8	minus	uncharacterized LOC116930224, transcript variant X3	LOC116930224	116930224	lncRNA	XR_006650993.1			
NC_059189.1	7978007	7979955	LG8	plus	uncharacterized protein LOC123475621	LOC123475621	123475621	protein-coding	XM_045178581.1	XP_045034516.1	411	
NC_059189.1	7981807	7983104	LG8	minus	uncharacterized protein LOC116928603	LOC116928603	116928603	protein-coding	XM_032935708.2	XP_032791599.2	274	
NC_059189.1	7983547	7984534	LG8	plus	uncharacterized protein LOC116928604	LOC116928604	116928604	protein-coding	XM_032935709.2	XP_032791600.2	269	
NC_059189.1	7986942	7987366	LG8	plus	uncharacterized LOC116928268	LOC116928268	116928268	misc_RNA	XR_006649988.1			
NC_059189.1	7987467	7988540	LG8	minus	alpha-ketoglutarate-dependent dioxygenase alkB homolog 6 isoform X1	LOC116928267	116928267	protein-coding	XM_032935332.2	XP_032791223.2	212	
NC_059189.1	7988855	7993183	LG8	plus	uncharacterized protein LOC116924318	LOC116924318	116924318	protein-coding	XM_045177542.1	XP_045033477.1	873	
NC_059189.1	7994593	7996261	LG8	minus	LOW QUALITY PROTEIN: uncharacterized protein LOC116928713	LOC116928713	116928713	protein-coding	XM_045178419.1	XP_045034354.1	518	
NC_059189.1	7997698	7999270	LG8	minus	uncharacterized protein LOC116928618	LOC116928618	116928618	protein-coding	XM_045178420.1	XP_045034355.1	279	
NC_059189.1	7999402	8000301	LG8	plus	uncharacterized LOC116928619, transcript variant X1	LOC116928619	116928619	lncRNA	XR_004397335.2			
NC_059189.1	8001669	8002340	LG8	plus	uncharacterized protein LOC116928446	LOC116928446	116928446	protein-coding	XM_032935530.2	XP_032791421.2	150	
NC_059189.1	8002441	8003478	LG8	minus	F-box DNA helicase 1-like	LOC116928445	116928445	protein-coding	XM_045178117.1	XP_045034052.1	104	
NC_059189.1	8017144	8017668	LG8	minus	uncharacterized LOC123475319	LOC123475319	123475319	lncRNA	XR_006650362.1			
NC_059189.1	8022981	8028248	LG8	plus	uncharacterized LOC116928502, transcript variant X2	LOC116928502	116928502	lncRNA	XR_006650283.1			
NC_059189.1	8031756	8035696	LG8	plus	spondin-2	LOC116929404	116929404	protein-coding	XM_032936619.2	XP_032792510.1	433	
NC_059189.1	8036120	8038407	LG8	minus	galactoside alpha-(1,2)-fucosyltransferase 2	LOC116929405	116929405	protein-coding	XM_032936620.2	XP_032792511.1	392	
NC_059189.1	8046614	8048331	LG8	plus	uncharacterized gene	LOC116928712	116928712	pseudogene				
NC_059189.1	8055255	8056840	LG8	plus	uncharacterized gene	LOC116928711	116928711	pseudogene				
NC_059189.1	8074595	8078087	LG8	plus	NADH-ubiquinone oxidoreductase 49 kDa subunit isoform X1	LOC116929665	116929665	protein-coding	XM_045177538.1	XP_045033473.1	531	
NC_059189.1	8084563	8085451	LG8	minus	uncharacterized protein LOC123475256 isoform X1	LOC123475256	123475256	protein-coding	XM_045177687.1	XP_045033622.1	180	
NC_059189.1	8102175	8103732	LG8	minus	uncharacterized protein LOC116929664 isoform X1	LOC116929664	116929664	protein-coding	XM_045177617.1	XP_045033552.1	330	
NC_059189.1	8123196	8124319	LG8	plus	uncharacterized protein LOC123475235	LOC123475235	123475235	protein-coding	XM_045177649.1	XP_045033584.1	232	
NC_059189.1	8124919	8125985	LG8	minus	uncharacterized protein LOC116928396	LOC116928396	116928396	protein-coding	XM_032935474.2	XP_032791365.1	232	
NC_059189.1	8156076	8156749	LG8	plus	uncharacterized protein LOC123475558	LOC123475558	123475558	protein-coding	XM_045178421.1	XP_045034356.1	176	
NC_059189.1	8157233	8159014	LG8	minus	protein ALP1-like	LOC116928503	116928503	protein-coding	XM_032935592.2	XP_032791483.2	389	
NC_059189.1	8161603	8161952	LG8	plus	uncharacterized gene	LOC116928728	116928728	pseudogene				
NC_059189.1	8165128	8166095	LG8	plus	uncharacterized protein LOC116928727	LOC116928727	116928727	protein-coding	XM_032935815.1	XP_032791706.1	108	
NC_059189.1	8169515	8174689	LG8	minus	uncharacterized gene	LOC116928645	116928645	pseudogene				
NC_059189.1	8174968	8177981	LG8	plus	histone-lysine N-methyltransferase SET9	LOC116928398	116928398	protein-coding	XM_032935485.2	XP_032791376.2	572	
NC_059189.1	8179654	8181335	LG8	minus	uncharacterized LOC116928390, transcript variant X2	LOC116928390	116928390	lncRNA	XR_004397166.2			
NC_059189.1	8183265	8184343	LG8	minus	uncharacterized gene	LOC116928467	116928467	pseudogene				
NC_059189.1	8189360	8191900	LG8	minus	uncharacterized LOC116928642, transcript variant X2	LOC116928642	116928642	lncRNA	XR_004397337.2			
NC_059189.1	8203790	8207355	LG8	minus	uncharacterized gene	LOC116928407	116928407	pseudogene				
NC_059189.1	8207761	8209666	LG8	plus	uncharacterized protein LOC116935292	LOC116935292	116935292	protein-coding	XM_045177653.1	XP_045033588.1	334	
NC_059189.1	8210335	8213004	LG8	plus	desmoplakin-like isoform X1	LOC116922284	116922284	protein-coding	XM_045177881.1	XP_045033816.1	410	
NC_059189.1	8250806	8253132	LG8	plus	uncharacterized protein LOC123475559	LOC123475559	123475559	protein-coding	XM_045178423.1	XP_045034358.1	482	
NC_059189.1	8307067	8311435	LG8	plus	uncharacterized protein LOC123475560	LOC123475560	123475560	protein-coding	XM_045178424.1	XP_045034359.1	1415	
NC_059189.1	8312538	8313295	LG8	minus	uncharacterized gene	LOC116928653	116928653	pseudogene				
NC_059189.1	8331300	8332358	LG8	plus	uncharacterized gene	LOC123475561	123475561	pseudogene				
NC_059189.1	8335824	8337840	LG8	plus	uncharacterized gene	LOC116928654	116928654	pseudogene				
NC_059189.1	8341591	8343830	LG8	minus	uncharacterized protein LOC116928465	LOC116928465	116928465	protein-coding	XM_045177631.1	XP_045033566.1	186	
NC_059189.1	8345007	8346960	LG8	minus	uncharacterized protein LOC116934003	LOC116934003	116934003	protein-coding	XM_045178425.1	XP_045034360.1	522	
NC_059189.1	8358671	8360542	LG8	minus	LOW QUALITY PROTEIN: uncharacterized protein LOC116933294	LOC116933294	116933294	protein-coding	XM_045178426.1	XP_045034361.1	496	
NC_059189.1	8361017	8361715	LG8	plus	uncharacterized protein LOC116922572	LOC116922572	116922572	protein-coding	XM_032928949.2	XP_032784840.2	196	
NC_059189.1	8366762	8368061	LG8	plus	uncharacterized gene	LOC116922591	116922591	pseudogene				
NC_059189.1	8371815	8372614	LG8	minus	uncharacterized protein LOC116922599	LOC116922599	116922599	protein-coding	XM_032928981.2	XP_032784872.2	246	
NC_059189.1	8373607	8375135	LG8	plus	uncharacterized gene	LOC123475221	123475221	pseudogene				
NC_059189.1	8375163	8376502	LG8	minus	putative nuclease HARBI1	LOC123475562	123475562	protein-coding	XM_045178428.1	XP_045034363.1	383	
NC_059189.1	8379374	8380753	LG8	plus	uncharacterized LOC123475260	LOC123475260	123475260	lncRNA	XR_006650134.1			
NC_059189.1	8382910	8383750	LG8	plus	uncharacterized LOC116915496	LOC116915496	116915496	lncRNA	XR_004390050.2			
NC_059189.1	8393590	8394556	LG8	plus	uncharacterized gene	LOC116916323	116916323	pseudogene				
NC_059189.1	8445636	8471487	LG8	plus	roundabout homolog 1	LOC116929676	116929676	protein-coding	XM_032936979.2	XP_032792870.2	1460	
NC_059189.1	8477322	8480993	LG8	plus	uncharacterized protein LOC123475563	LOC123475563	123475563	protein-coding	XM_045178429.1	XP_045034364.1	1198	
NC_059189.1	8492646	8493593	LG8	plus	uncharacterized gene	LOC116928667	116928667	pseudogene				
NC_059189.1	8547165	8547562	LG8	plus	uncharacterized protein LOC123475452	LOC123475452	123475452	protein-coding	XM_045178133.1	XP_045034068.1	111	
NC_059189.1	8547673	8548840	LG8	plus	uncharacterized protein LOC123475564	LOC123475564	123475564	protein-coding	XM_045178431.1	XP_045034366.1	202	
NC_059189.1	8553089	8555802	LG8	plus	uncharacterized LOC123475304, transcript variant X2	LOC123475304	123475304	lncRNA	XR_006650336.1			
NC_059189.1	8586291	8587454	LG8	minus	uncharacterized protein LOC116935904	LOC116935904	116935904	protein-coding	XM_032943111.2	XP_032799002.2	371	
NC_059189.1	8587497	8589286	LG8	minus	uncharacterized protein LOC123466541 isoform X1	LOC123466541	123466541	protein-coding	XM_045177620.1	XP_045033555.1	524	
NC_059189.1	8589475	8592533	LG8	plus	uncharacterized gene	LOC123475218	123475218	pseudogene				
NC_059189.1	8617362	8620181	LG8	minus	uncharacterized protein LOC116933862	LOC116933862	116933862	protein-coding	XM_045177623.1	XP_045033558.1	567	
NC_059189.1	8625698	8626401	LG8	minus	uncharacterized gene	LOC116928668	116928668	pseudogene				
NC_059189.1	8627323	8628333	LG8	minus	uncharacterized protein LOC116928669	LOC116928669	116928669	protein-coding	XM_045178432.1	XP_045034367.1	294	
NC_059189.1	8635695	8636939	LG8	minus	uncharacterized protein LOC116928671	LOC116928671	116928671	protein-coding	XM_032935763.2	XP_032791654.2	414	
NC_059189.1	8640927	8641580	LG8	minus	uncharacterized protein LOC116934689	LOC116934689	116934689	protein-coding	XM_045177622.1	XP_045033557.1	107	
NC_059189.1	8641630	8642965	LG8	minus	uncharacterized protein LOC123475565	LOC123475565	123475565	protein-coding	XM_045178433.1	XP_045034368.1	317	
NC_059189.1	8655118	8656017	LG8	minus	uncharacterized protein LOC116928674	LOC116928674	116928674	protein-coding	XM_032935766.2	XP_032791657.2	299	
NC_059189.1	8658616	8660287	LG8	minus	uncharacterized LOC116929770, transcript variant X5	LOC116929770	116929770	lncRNA	XR_004398039.2			
NC_059189.1	8666899	8669782	LG8	minus	uncharacterized protein LOC116928675	LOC116928675	116928675	protein-coding	XM_045178435.1	XP_045034370.1	250	
NC_059189.1	8682359	8683315	LG8	plus	uncharacterized protein LOC116928677	LOC116928677	116928677	protein-coding	XM_045178436.1	XP_045034371.1	203	
NC_059189.1	8715383	8715666	LG8	minus	uncharacterized LOC116929777	LOC116929777	116929777	lncRNA	XR_004398053.2			
NC_059189.1	8715868	8722181	LG8	plus	uncharacterized LOC116929773	LOC116929773	116929773	lncRNA	XR_004398047.2			
NC_059189.1	8724049	8750330	LG8	plus	protein sax-3	LOC116929675	116929675	protein-coding	XM_045178472.1	XP_045034407.1	1508	
NC_059189.1	8767196	8795247	LG8	plus	uncharacterized gene	LOC123475566	123475566	pseudogene				
NC_059189.1	8768417	8769411	LG8	plus	uncharacterized LOC116922351	LOC116922351	116922351	misc_RNA	XR_006650001.1			
NC_059189.1	8775888	8780371	LG8	minus	uncharacterized protein LOC116929746	LOC116929746	116929746	protein-coding	XM_045177599.1	XP_045033534.1	212	
NC_059189.1	8785537	8786127	LG8	plus	uncharacterized LOC116929769	LOC116929769	116929769	lncRNA	XR_004398038.2			
NC_059189.1	8786851	8787709	LG8	minus	uncharacterized gene	LOC116929749	116929749	pseudogene				
NC_059189.1	8788602	8789512	LG8	plus	uncharacterized gene	LOC116929757	116929757	pseudogene				
NC_059189.1	8789567	8791199	LG8	minus	uncharacterized gene	LOC116929727	116929727	pseudogene				
NC_059189.1	8795253	8797408	LG8	minus	uncharacterized LOC116929771	LOC116929771	116929771	lncRNA	XR_004398044.2			
NC_059189.1	8799260	8810029	LG8	plus	uncharacterized protein LOC116929414	LOC116929414	116929414	protein-coding	XM_032936633.2	XP_032792524.2	2174	
NC_059189.1	8812638	8820751	LG8	plus	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit isoform X1	LOC116929682	116929682	protein-coding	XM_032936995.2	XP_032792886.1	1046	
NC_059189.1	8820966	8824193	LG8	minus	lactosylceramide 4-alpha-galactosyltransferase	LOC116929717	116929717	protein-coding	XM_032937051.2	XP_032792942.1	396	
NC_059189.1	8824449	8826428	LG8	plus	alpha-soluble NSF attachment protein	LOC116929733	116929733	protein-coding	XM_032937074.2	XP_032792965.1	293	
NC_059189.1	8828501	8832814	LG8	plus	4-coumarate--CoA ligase 3 isoform X1	LOC116929698	116929698	protein-coding	XM_032937021.2	XP_032792912.1	622	
